section_id,document_number,sentence
694fb816aedc69db48c70daa,31/2024/QH15,"Đối với nhà, công trình xây dựng gắn liền với đất không thuộc trường hợp quy định tại khoản 1 điều này, khi Nhà nước thu hồi đất mà nhà, công trình xây dựng bị tháo dỡ hoặc phá dỡ toàn bộ hoặc một phần thì nhà, công trình xây dựng được bồi thường thiệt hại như sau"
694fb816aedc69db48c70dd1,31/2024/QH15,Hỗ trợ khi nhà nước thu hồi đất bao gồm hỗ trợ ổn định kinh doanh
694fb816aedc69db48c70dd3,31/2024/QH15,Hỗ trợ khi nhà nước thu hồi đất bao gồm hỗ trợ đào tạo
694fb816aedc69db48c70dd4,31/2024/QH15,Hỗ trợ khi nhà nước thu hồi đất bao gồm hỗ trợ tái định cư
694fb816aedc69db48c70ddc,31/2024/QH15,"Hộ gia đình, cá nhân sử dụng đất đang trực tiếp sản xuất nông nghiệp và có nguồn thu nhập ổn định từ sản xuất nông nghiệp trên đất đó được hưởng hỗ trợ"
694fb816aedc69db48c70de1,31/2024/QH15,Bộ Lao động - Thương binh và Xã hội chủ trì
694fb816aedc69db48c70e1d,31/2024/QH15,"Đối với dự án quy định tại khoản 4 điều 67 của luật này, căn cứ vào quyết định đầu tư theo quy định của pháp luật về đầu tư công"
694fb816aedc69db48c70e1d,31/2024/QH15,"Đối với dự án quy định tại khoản 4 điều 67 của luật này, căn cứ vào quyết định chấp thuận chủ trương đầu tư đồng thời với chấp thuận nhà đầu tư"
694fb816aedc69db48c70e1d,31/2024/QH15,"Đối với dự án quy định tại khoản 4 điều 67 của luật này, căn cứ vào quyết định chấp thuận nhà đầu tư theo quy định của pháp luật về đầu tư"
694fb816aedc69db48c70e1d,31/2024/QH15,"Đối với dự án quy định tại khoản 4 điều 67 của luật này, căn cứ vào quyết định chấp thuận nhà đầu tư theo quy định của pháp luật về nhà ở"
694fb816aedc69db48c70e1d,31/2024/QH15,"Đối với dự án quy định tại khoản 4 điều 67 của luật này, căn cứ vào văn bản phê duyệt kết quả lựa chọn nhà đầu tư đối với dự án đầu tư theo phương thức đối tác công tư"
694fb816aedc69db48c70e83,31/2024/QH15,Phương án đấu giá quyền sử dụng đất đã được cơ quan có thẩm quyền phê duyệt
694fb816aedc69db48c70e9c,31/2024/QH15,Danh mục các khu đất thực hiện đấu thầu dự án đầu tư có sử dụng đất được hội đồng nhân dân cấp tỉnh quyết định
694fb816aedc69db48c70ee9,31/2024/QH15,Trường hợp đã được cấp giấy chứng nhận quyền sở hữu nhà ở và quyền sử dụng đất ở thì đăng ký biến động được thực hiện
694fb816aedc69db48c70ee9,31/2024/QH15,Trường hợp đã được cấp giấy chứng nhận quyền sở hữu nhà ở thì đăng ký biến động được thực hiện
694fb816aedc69db48c70ee9,31/2024/QH15,Trường hợp đã được cấp giấy chứng nhận quyền sở hữu công trình xây dựng thì đăng ký biến động được thực hiện
694fb816aedc69db48c70ee9,31/2024/QH15,"Trường hợp đã được cấp giấy chứng nhận quyền sử dụng đất, quyền sở hữu nhà ở và tài sản khác gắn liền với đất thì đăng ký biến động được thực hiện"
694fb816aedc69db48c70ee9,31/2024/QH15,"Trường hợp đã được cấp giấy chứng nhận quyền sử dụng đất, quyền sở hữu tài sản gắn liền với đất mà có thay đổi sau đây thì đăng ký biến động được thực hiện"
694fb816aedc69db48c70eeb,31/2024/QH15,Trường hợp đã được cấp giấy chứng nhận quyền sở hữu nhà ở và quyền sử dụng đất ở được đăng ký biến động
694fb816aedc69db48c70eeb,31/2024/QH15,Trường hợp đã được cấp giấy chứng nhận quyền sở hữu nhà ở được đăng ký biến động
694fb816aedc69db48c70eeb,31/2024/QH15,Trường hợp đã được cấp giấy chứng nhận quyền sở hữu công trình xây dựng được đăng ký biến động
694fb816aedc69db48c70eeb,31/2024/QH15,Các trường hợp nêu trên mà có thay đổi ranh giới thì được đăng ký biến động
694fb816aedc69db48c70eeb,31/2024/QH15,Các trường hợp nêu trên mà có thay đổi mốc giới thì được đăng ký biến động
694fb816aedc69db48c70eeb,31/2024/QH15,Các trường hợp nêu trên mà có thay đổi kích thước các cạnh thì được đăng ký biến động
694fb816aedc69db48c70eeb,31/2024/QH15,Các trường hợp nêu trên mà có thay đổi diện tích thì được đăng ký biến động
694fb816aedc69db48c70eee,31/2024/QH15,Các giấy chứng nhận mà có thay đổi sau đây thì đăng ký biến động được thực hiện
694fb816aedc69db48c70eef,31/2024/QH15,Trường hợp đã được cấp giấy chứng nhận quyền sở hữu nhà ở cũng được thực hiện đăng ký biến động
694fb816aedc69db48c70eef,31/2024/QH15,Trường hợp đã được cấp giấy chứng nhận quyền sở hữu công trình xây dựng được thực hiện đăng ký biến động
694fb816aedc69db48c70ef2,31/2024/QH15,"Trường hợp đã được cấp giấy chứng nhận quyền sử dụng đất, quyền sở hữu nhà ở và tài sản khác gắn liền với đất mà có thay đổi sau đây thì đăng ký biến động được thực hiện"
694fb816aedc69db48c70ef7,31/2024/QH15,Trường hợp được cấp giấy chứng nhận có thay đổi sau đây phải đăng ký biến động
694fb816aedc69db48c70ef7,31/2024/QH15,Các thay đổi đó gồm điều chuyển
694fb816aedc69db48c70f15,31/2024/QH15,Giấy tờ đó do cơ quan nhà nước đang quản lý cấp
694fb816aedc69db48c70f2b,31/2024/QH15,"Đối với thửa đất có sử dụng vào mục đích sản xuất, kinh doanh phi nông nghiệp, thương mại, dịch vụ thì được công nhận đất cơ sở sản xuất phi nông nghiệp, đất thương mại, dịch vụ theo diện tích thực tế đã sử dụng"
694fb816aedc69db48c70f2b,31/2024/QH15,Thời hạn sử dụng đất là ổn định lâu dài
694fb816aedc69db48c70f46,31/2024/QH15,"Trường hợp hộ gia đình, cá nhân đang sử dụng đất do lấn đất, chiếm đất không thuộc các trường hợp quy định tại khoản 1 và khoản 2 điều này thì xử lý theo quy định"
694fb816aedc69db48c70f46,31/2024/QH15,"Trường hợp sử dụng đất không đúng mục đích đã được nhà nước giao đất, cho thuê đất, công nhận quyền sử dụng đất thì cũng xử lý theo quy định"
694fb816aedc69db48c70f4f,31/2024/QH15,Ủy ban nhân dân cấp xã nơi có đất xác nhận không có tranh chấp
694fb816aedc69db48c70f5b,31/2024/QH15,Trên giấy tờ về quyền sử dụng đất đã ghi rõ diện tích đất ở
694fb816aedc69db48c70f5b,31/2024/QH15,Hoặc chưa ghi rõ diện tích đất ở trên giấy tờ về quyền sử dụng đất
694fb816aedc69db48c70f60,31/2024/QH15,Thời hạn sử dụng đất phần diện tích đất còn lại là ổn định lâu dài
694fb816aedc69db48c70f73,31/2024/QH15,"Không cấp giấy chứng nhận quyền sử dụng đất, quyền sở hữu tài sản gắn liền với đất đối với phần diện tích đất sử dụng vào mục đích xây dựng công trình công cộng"
694fb816aedc69db48c70f80,31/2024/QH15,"Ủy ban nhân dân cấp tỉnh căn cứ vào nhu cầu sử dụng đất của tổ chức, hộ gia đình, cá nhân đó để giải quyết"
694fb816aedc69db48c70f97,31/2024/QH15,Trên giấy tờ đó ghi tên người khác
694fb816aedc69db48c70f97,31/2024/QH15,Giấy tờ đó đang không có tranh chấp
694fb816aedc69db48c70f9c,31/2024/QH15,Trường hợp chủ sở hữu nhà ở không có quyền sử dụng đất đối với thửa đất ở đó thì việc cấp giấy chứng nhận quyền sử dụng đất và quyền sở hữu tài sản gắn liền với đất được thực hiện
694fb816aedc69db48c70f9c,31/2024/QH15,Đối với tổ chức nước ngoài sở hữu nhà ở tại Việt Nam thì phải có giấy tờ về giao dịch nhà ở theo quy định của pháp luật về nhà ở
694fb816aedc69db48c70ff2,31/2024/QH15,Thời điểm tiền thuê đất được quy định như sau
694fb816aedc69db48c70ff5,31/2024/QH15,Thời điểm tiền thuê đất được quy định như sau
694fb816aedc69db48c71013,31/2024/QH15,Việc định giá đất phải bảo đảm trung thực
694fb816aedc69db48c71013,31/2024/QH15,Việc định giá đất phải bảo đảm khách quan
694fb816aedc69db48c71013,31/2024/QH15,Việc định giá đất phải bảo đảm công khai
694fb816aedc69db48c71013,31/2024/QH15,Việc định giá đất phải bảo đảm minh bạch
694fb816aedc69db48c71017,31/2024/QH15,Mục đích sử dụng đất được đưa ra định giá
694fb816aedc69db48c71087,31/2024/QH15,Dữ liệu trong cơ sở dữ liệu quốc gia về đất đai tương đương văn bản giấy được cơ quan có thẩm quyền cung cấp
694fb816aedc69db48c71090,31/2024/QH15,Cơ quan có thẩm quyền cung cấp dịch vụ công trực tuyến về đất đai phải bảo đảm kết nối liên thông
694fb816aedc69db48c710c7,31/2024/QH15,Trường hợp cá nhân chuyển đất trồng cây hằng năm sang đất rừng đặc dụng thì thời hạn sử dụng đất là ổn định lâu dài
694fb816aedc69db48c710c7,31/2024/QH15,Trường hợp cá nhân chuyển đất trồng cây lâu năm sang đất rừng đặc dụng thì thời hạn sử dụng đất là ổn định lâu dài
694fb816aedc69db48c710c7,31/2024/QH15,Trường hợp cá nhân chuyển đất nuôi trồng thủy sản sang đất rừng đặc dụng thì thời hạn sử dụng đất là ổn định lâu dài
694fb816aedc69db48c710c7,31/2024/QH15,Trường hợp cá nhân chuyển đất làm muối sang đất rừng đặc dụng thì thời hạn sử dụng đất là ổn định lâu dài
694fb816aedc69db48c710c7,31/2024/QH15,Trường hợp cá nhân chuyển đất trồng cây hằng năm sang đất rừng phòng hộ thì thời hạn sử dụng đất là ổn định lâu dài
694fb816aedc69db48c710c7,31/2024/QH15,Trường hợp cá nhân chuyển đất trồng cây lâu năm sang đất rừng phòng hộ thì thời hạn sử dụng đất là ổn định lâu dài
694fb816aedc69db48c710c7,31/2024/QH15,Trường hợp cá nhân chuyển đất nuôi trồng thủy sản sang đất rừng phòng hộ thì thời hạn sử dụng đất là ổn định lâu dài
694fb816aedc69db48c710c7,31/2024/QH15,Trường hợp cá nhân chuyển đất làm muối sang đất rừng phòng hộ thì thời hạn sử dụng đất là ổn định lâu dài
694fb816aedc69db48c71150,31/2024/QH15,Hoạt động lấn biển phải đảm bảo phát triển bền vững
694fb816aedc69db48c71158,31/2024/QH15,"Hoạt động lấn biển mà có phần diện tích thuộc khu bảo tồn biển thì chỉ được thực hiện khi được quốc hội, thủ tướng chính phủ chấp thuận, quyết định chủ trương đầu tư"
694fb816aedc69db48c71158,31/2024/QH15,"Hoạt động lấn biển mà có phần diện tích thuộc khu bảo vệ nguồn lợi thủy sản thì chỉ được thực hiện khi được quốc hội, thủ tướng chính phủ chấp thuận, quyết định chủ trương đầu tư"
694fb816aedc69db48c71158,31/2024/QH15,"Hoạt động lấn biển mà có phần diện tích thuộc cảng cá thì chỉ được thực hiện khi được quốc hội, thủ tướng chính phủ chấp thuận, quyết định chủ trương đầu tư"
694fb816aedc69db48c71158,31/2024/QH15,"Hoạt động lấn biển mà có phần diện tích thuộc khu neo đậu tránh trú bão cho tàu cá theo quy định của pháp luật về thủy sản thì chỉ được thực hiện khi được quốc hội, thủ tướng chính phủ chấp thuận, quyết định chủ trương đầu tư"
694fb816aedc69db48c7115a,31/2024/QH15,Hoạt động lấn biển mà có phần diện tích thuộc cửa sông thì chỉ được thực hiện khi được quốc hội chấp thuận quyết định chủ trương đầu tư
694fb816aedc69db48c7115a,31/2024/QH15,Hoạt động lấn biển mà có phần diện tích thuộc cửa sông thì chỉ được thực hiện khi thủ tướng chính phủ chấp thuận quyết định chủ trương đầu tư
694fb816aedc69db48c7115a,31/2024/QH15,Hoạt động lấn biển mà có phần diện tích thuộc các khu vực đã được quy hoạch sử dụng vào mục đích quốc phòng thì chỉ được thực hiện khi được quốc hội chấp thuận quyết định chủ trương đầu tư
694fb816aedc69db48c7115a,31/2024/QH15,Hoạt động lấn biển mà có phần diện tích thuộc các khu vực đã được quy hoạch sử dụng vào mục đích quốc phòng thì chỉ được thực hiện khi thủ tướng chính phủ chấp thuận quyết định chủ trương đầu tư
694fb816aedc69db48c7115a,31/2024/QH15,Hoạt động lấn biển mà có phần diện tích thuộc các khu vực đã được quy hoạch sử dụng vào mục đích an ninh thì chỉ được thực hiện khi được quốc hội chấp thuận quyết định chủ trương đầu tư
694fb816aedc69db48c7115a,31/2024/QH15,Hoạt động lấn biển mà có phần diện tích thuộc các khu vực đã được quy hoạch sử dụng vào mục đích an ninh thì chỉ được thực hiện khi thủ tướng chính phủ chấp thuận quyết định chủ trương đầu tư
694fb816aedc69db48c71166,31/2024/QH15,"Đất bãi bồi ven sông, ven biển được Nhà nước giao"
694fb816aedc69db48c7116c,31/2024/QH15,Tập trung đất nông nghiệp là việc tăng diện tích đất nông nghiệp để tổ chức sản xuất
694fb816aedc69db48c7116d,31/2024/QH15,Tập trung đất nông nghiệp là việc tăng diện tích đất nông nghiệp để tổ chức sản xuất
694fb816aedc69db48c7116e,31/2024/QH15,Tập trung đất nông nghiệp là việc tăng diện tích đất nông nghiệp để tổ chức sản xuất
694fb816aedc69db48c71170,31/2024/QH15,Việc tập trung đất nông nghiệp phải bảo đảm công khai
694fb816aedc69db48c71170,31/2024/QH15,Việc tập trung đất nông nghiệp phải bảo đảm minh bạch
694fb816aedc69db48c71170,31/2024/QH15,Việc tập trung đất nông nghiệp phải bảo đảm tự nguyện
694fb816aedc69db48c71170,31/2024/QH15,Việc tập trung đất nông nghiệp phải bảo đảm dân chủ
694fb816aedc69db48c71170,31/2024/QH15,Việc tập trung đất nông nghiệp phải bảo đảm công bằng
694fb816aedc69db48c7117b,31/2024/QH15,Tích tụ đất nông nghiệp là việc tăng diện tích đất nông nghiệp của người sử dụng đất để tổ chức sản xuất
694fb816aedc69db48c711bc,31/2024/QH15,"Quyền và nghĩa vụ của đối tượng quy định tại khoản 1 điều này khi sử dụng đất quốc phòng, an ninh kết hợp với hoạt động lao động sản xuất, xây dựng kinh tế được quy định"
694fb816aedc69db48c711e6,31/2024/QH15,Trường hợp khai thác khoáng sản mà không sử dụng lớp đất mặt thì không phải thuê đất
694fb816aedc69db48c711e6,31/2024/QH15,Trường hợp khai thác khoáng sản mà không ảnh hưởng đến việc sử dụng mặt đất thì không phải thuê đất
694fb816aedc69db48c7122f,31/2024/QH15,"Đất có mặt nước chuyên dùng và đất sông, ngòi, kênh, rạch, suối được quản lý và sử dụng theo quy định"
694fb816aedc69db48c71231,31/2024/QH15,"Đất có mặt nước chuyên dùng và đất sông, ngòi, kênh, rạch, suối được quản lý theo quy định"
694fb816aedc69db48c71231,31/2024/QH15,"Đất có mặt nước chuyên dùng và đất sông, ngòi, kênh, rạch, suối được sử dụng theo quy định"
694fb816aedc69db48c71281,31/2024/QH15,Thửa đất còn trong thời hạn sử dụng đất phải được bảo đảm
694fb816aedc69db48c71282,31/2024/QH15,Đất không được có tranh chấp
694fb816aedc69db48c71282,31/2024/QH15,"Trường hợp đất có tranh chấp nhưng xác định được phạm vi diện tích, ranh giới đang tranh chấp"
694fb816aedc69db48c71286,31/2024/QH15,"Trường hợp tách thửa đất thì phải bảo đảm các nguyên tắc, điều kiện quy định tại khoản 1 điều này"
694fb816aedc69db48c71286,31/2024/QH15,"Trường hợp tách thửa đất thì ngoài các nguyên tắc, điều kiện quy định tại khoản 1 điều này còn phải bảo đảm các điều kiện được quy định tại khoản 2 điều 220 chương xiii mục 2"
694fb816aedc69db48c71286,31/2024/QH15,Trường hợp chuyển mục đích sử dụng một phần thửa đất thì phải thực hiện tách thửa
694fb816aedc69db48c71286,31/2024/QH15,Đối với thửa đất có đất ở và đất khác thì không bắt buộc thực hiện tách thửa khi chuyển mục đích sử dụng một phần thửa đất
694fb816aedc69db48c71287,31/2024/QH15,"Trường hợp tách thửa đất thì ngoài các nguyên tắc, điều kiện quy định tại khoản 1 điều này thì phải bảo đảm các điều kiện sau đây"
694fb816aedc69db48c71289,31/2024/QH15,"Trường hợp hợp thửa đất thì ngoài các nguyên tắc, điều kiện quy định tại khoản 1 điều này còn phải bảo đảm các điều kiện sau đây"
694fb816aedc69db48c7128a,31/2024/QH15,"Trong trường hợp thửa đất thì ngoài các nguyên tắc, điều kiện quy định tại khoản 1 điều này còn phải bảo đảm các điều kiện sau đây"
694fb816aedc69db48c712b1,31/2024/QH15,Nội dung khác của bộ thủ tục hành chính được công khai nếu có
694fb816aedc69db48c712f6,31/2024/QH15,Việc sử dụng đất đối với các dự án có quy mô lớn sử dụng nhiều diện tích đất được quy định
694fb816aedc69db48c71327,31/2024/QH15,Trường hợp các bên tranh chấp lựa chọn giải quyết tranh chấp tại Ủy ban nhân dân cấp có thẩm quyền thì việc giải quyết tranh chấp đất đai được thực hiện
694fb816aedc69db48c71327,31/2024/QH15,"Trường hợp tranh chấp giữa hộ gia đình, cá nhân, cộng đồng dân cư với nhau thì Chủ tịch Ủy ban nhân dân cấp huyện giải quyết"
694fb816aedc69db48c71328,31/2024/QH15,"Trường hợp tranh chấp mà một bên tranh chấp là tổ chức, tổ chức tôn giáo, tổ chức tôn giáo trực thuộc, người gốc Việt Nam định cư ở nước ngoài hoặc tổ chức kinh tế có vốn đầu tư nước ngoài thì Chủ tịch Ủy ban nhân dân cấp tỉnh giải quyết"
694fb816aedc69db48c7134d,31/2024/QH15,Sửa đổi khoản 2 điều 24 như sau
694fb816aedc69db48c7134d,31/2024/QH15,Bổ sung khoản 2 điều 24 như sau
694fb816aedc69db48c71350,31/2024/QH15,Khoản 4a quy định về quy hoạch sử dụng đất quốc phòng và quy hoạch sử dụng đất an ninh
694fb816aedc69db48c71382,31/2024/QH15,"Trường hợp chưa có quyết định thu hồi đất, Ủy ban nhân dân cấp có thẩm quyền xử lý"
694fb816aedc69db48c7139b,31/2024/QH15,"Đối với trường hợp đã có quyết định giao đất, cho thuê đất, cho phép chuyển mục đích sử dụng đất, cho phép chuyển từ hình thức thuê đất trả tiền hằng năm sang thuê đất trả tiền một lần cho cả thời gian thuê, gia hạn sử dụng đất, điều chỉnh thời hạn sử dụng đất, điều chỉnh quy hoạch chi tiết theo quy định của pháp luật về đất đai và quy định khác của pháp luật có liên quan trước ngày luật này có hiệu lực thi hành nhưng chưa quyết định giá đất thì người có thẩm quyền thực hiện theo quy định"
694fb816aedc69db48c71430,91/2015/QH13,Trường hợp khác do pháp luật về hộ tịch quy định
694fb816aedc69db48c714c4,91/2015/QH13,Pháp nhân làm giám hộ chấm dứt tồn tại
694fb816aedc69db48c714f9,91/2015/QH13,"Người có quyền, lợi ích liên quan có thể yêu cầu tòa án ra quyết định tuyên bố một người là đã chết trong trường hợp biệt tích 05 năm liền trở lên"
694fb816aedc69db48c715b3,91/2015/QH13,Chủ thể tham gia giao dịch dân sự hoàn toàn tự nguyện
694fb816aedc69db48c715b4,91/2015/QH13,Mục đích và nội dung của giao dịch dân sự không trái đạo đức xã hội
694fb816aedc69db48c71606,91/2015/QH13,Trường hợp không xác định được thời hạn đại diện theo quy định tại khoản 1 điều này thì thời hạn đại diện được xác định
694fb816aedc69db48c71607,91/2015/QH13,Trường hợp không xác định được thời hạn đại diện theo quy định tại khoản 1 điều này thì thời hạn đại diện được xác định
694fb816aedc69db48c7163a,91/2015/QH13,Trường hợp các bên có thỏa thuận về thời hạn là một năm thì thời hạn đó được tính như quy định
694fb816aedc69db48c7163a,91/2015/QH13,Trường hợp các bên có thỏa thuận về thời hạn là nửa năm thì thời hạn đó được tính như quy định
694fb816aedc69db48c7163a,91/2015/QH13,Trường hợp các bên có thỏa thuận về thời hạn là nửa tháng thì thời hạn đó được tính như quy định
694fb816aedc69db48c7163a,91/2015/QH13,Trường hợp các bên có thỏa thuận về thời hạn là một tuần thì thời hạn đó được tính như quy định
694fb816aedc69db48c7163a,91/2015/QH13,Trường hợp các bên có thỏa thuận về thời hạn là một ngày thì thời hạn đó được tính như quy định
694fb816aedc69db48c7163a,91/2015/QH13,Trường hợp các bên có thỏa thuận về thời hạn là một giờ thì thời hạn đó được tính như quy định
694fb816aedc69db48c7163a,91/2015/QH13,Trường hợp các bên có thỏa thuận về thời hạn là một phút thì thời hạn đó được tính như quy định
